yyyymm,Mkt_RF,SMB,HML,RMW,CMA,RF,LID,MOM,R_MKT,R_ME,R_IA,R_ROE,R_EG,PEAD,FIN,SMB_SY,MGMT,PERF,HML_Novy,UMD_Novy,PMU_Novy
197501,13.66,12.91,8.28,-0.78,-0.9,0.58,10.876389,-13.82,13.7056,12.447,-0.5177,-11.6181,-5.404,-5.74,0.99,10.7136675,-0.1148158,-10.6821882,0.065622797,-0.128781236,-0.01414201
197502,5.56,-0.65,-4.44,1.16,-2.1,0.43,3.662677,-0.61,5.557,-1.3808,-1.6716,3.6046,0.6132,0.89,-2.21,-0.644066,-2.1976643,5.5851078,-0.019142944,0.008738548,0.014116195
197503,2.66,4,2.38,1.26,-1.33,0.41,5.969079,-2.04,2.6678,3.3168,-0.6366,-1.7338,-1.7983,0.72,-2.01,4.0705702,-2.6375675,2.8889897,-0.001820348,-0.012813138,-0.002874985
197504,4.23,-0.71,-1.14,1.41,-1.34,0.44,0.217849,1.38,4.2101,-1.3681,-0.0429,3.3684,2.3097,2.03,-2.62,0.3263584,-1.420845,3.2154776,-0.014977572,0.010081496,0.008000404
197505,5.19,2.89,-4.1,-0.98,-0.6,0.44,-3.349678,-0.58,5.141,3.2742,-0.1207,-0.2673,-0.0167,-0.5,-3.33,0.8849448,-2.9473612,0.6893072,-0.011906611,0.00108887,0.013950322
197506,4.83,1.43,1.38,-2.66,1.06,0.41,-1.748245,0.04,4.8545,1.6189,0.3474,-1.5818,-0.6513,-0.34,-1.4,0.7223313,2.091974,-4.0270554,-0.002537705,-0.003326041,-0.012966961
197507,-6.59,3.44,1.69,0.46,1.22,0.48,-0.961332,0.42,-6.5874,2.9693,1.4388,-1.3503,1.7009,-0.1,1.61,2.3175457,1.7215783,-0.4703811,0.00314181,-0.007784221,-0.00160813
197508,-2.85,-2.84,-0.95,1.11,-0.93,0.48,-0.855122,-0.1,-2.8504,-3.2098,-0.1799,0.6885,1.3638,0.11,4.37,-2.9585272,1.1311683,1.8229316,-6.64E-05,0.001157095,0.001263065
197509,-4.26,0.05,0.39,0.53,0.55,0.53,-1.921566,0.41,-4.291,0.6336,1.3519,1.6797,3.3382,2.66,1.03,-0.7366753,0.5487013,2.8326211,0.001350042,0.007526237,0.006286542
197510,5.31,-4.23,0.28,-0.49,2.26,0.56,9.069118,-0.16,5.3413,-4.4872,3.0056,2.6814,2.567,2.55,0.03,-2.8520107,1.457867,2.2930379,-0.001252049,0.004555368,0.009270216
197511,2.64,-1.09,2.03,-0.68,1.75,0.41,3.623193,-0.45,2.6414,-0.4781,1.5715,0.6636,1.5634,3.14,2.51,-0.1406565,1.2055079,1.0273605,0.004265714,-0.003189964,0.006056042
197512,-1.6,-0.05,1.69,-0.09,0.57,0.48,-0.279676,-0.11,-1.6279,0.2829,-0.0397,-2.2506,0.4767,-0.47,0.55,0.8278822,1.3991125,-2.9297861,0.00964231,-0.000741343,-0.003244716
197601,12.16,6.34,8.63,-1.79,2.28,0.47,1.889973,4.45,12.1728,6.7749,1.4885,-2.6663,0.8707,0.78,4.09,8.2463988,2.7081413,1.0948392,0.062812292,0.02227979,-0.023684271
197602,0.32,7.99,5.87,-2.64,3.87,0.34,-4.154115,0.38,0.3125,6.9275,2.1577,-3.7503,0.8706,0.62,2,6.3344026,4.2963147,-1.138485,0.033608855,-0.010301413,-0.007900302
197603,2.32,-1.38,-0.12,-0.33,0.96,0.4,-1.547489,0.15,2.285,-0.4217,1.7157,2.4346,1.6181,-0.44,-0.89,-1.6362622,0.5549121,0.3615673,-0.001221972,0.010961754,0.004616979
197604,-1.49,0.08,-0.16,0.4,-1.1,0.42,-2.147658,0.59,-1.5107,-0.5645,-0.7475,-0.3256,0.0357,0.83,2.57,-0.7620316,-1.5288241,-0.7193092,0.001874227,-5.46E-05,-0.004547739
197605,-1.34,-1.1,-1.36,2.46,-1.41,0.37,-3.940119,-1.12,-1.3767,-1.2464,-0.9763,0.5098,0.3295,0.97,-0.68,-1.1290223,0.1219152,-0.1621289,-0.010371365,-0.005377672,0.000133374
197606,4.05,-1.07,0.71,-0.68,1.02,0.43,-0.663523,-0.42,4.0397,0.0617,1.3378,-0.0551,0.9442,0.41,-0.31,-0.5275597,0.4725159,-2.1722195,0.005954269,0.001029106,-0.006927214
197607,-1.07,0.63,1.73,-1.05,0.28,0.47,-2.832679,-0.13,-1.0325,1.1703,0.9278,0.7571,1.6276,1.97,1.71,1.1103573,1.9452755,-1.5126663,0.010683145,0.004516144,0.009668091
197608,-0.56,-1.98,0.81,-0.42,-0.55,0.42,1.810316,-0.85,-0.6094,-2.0631,-0.618,-0.0043,0.5722,0.08,0.64,-2.4384757,0.9186373,0.0104364,0.007321238,0.006841269,0.001999936
197609,2.07,0.1,-0.29,0.98,-1.15,0.44,-1.575295,0.22,2.1069,-0.2294,-1.4035,1.1188,0.9964,0.6,-1.14,0.9938299,-0.2099246,1.0439932,-0.009129148,0.002903071,0.010304757
197610,-2.42,0.13,-0.18,-0.19,-0.37,0.41,0.653387,-0.44,-2.4233,0.711,-1.1201,0.3243,-0.4868,0.57,-0.05,-0.0933549,0.2132887,-2.0396023,-0.000599671,0.003547444,-0.002489893
197611,0.36,2.66,1.51,-1.41,0.09,0.4,-2.436709,2.91,0.309,3.4568,-0.2689,-0.4753,0.1493,2.08,-0.16,3.000203,-0.365717,-0.7671567,0.008305437,0.018421333,-0.00369073
197612,5.65,3.64,2.27,-0.61,2.28,0.4,-1.139266,0.73,5.6964,3.3012,1.8221,-1.1085,1.0763,-0.24,1.72,4.2662122,2.9243743,-2.3066064,0.019657179,0.004983165,-0.014536836
197701,-4.05,5.9,4.27,-0.51,1.97,0.36,-3.086918,4,-4.0293,6.018,0.99,-2.1441,1.6761,0.83,1.92,5.6344078,3.0404142,-0.8092512,0.029700936,0.017520299,-0.003560844
197702,-1.94,1.07,0.47,-0.16,-0.22,0.35,-0.920798,0.36,-1.9367,1.0765,0.1256,1.2463,0.4082,-0.4,0.64,1.0430729,1.0471045,1.2092204,0.00369165,0.009371781,-0.00245455
197703,-1.37,1.31,1.09,-0.3,-0.06,0.38,1.040882,0.55,-1.3687,1.4446,-0.1641,0.3317,-0.3667,0.98,-0.6,1.7472703,-0.6518873,-0.4107533,0.005383854,0.007809455,-0.003739345
197704,0.15,0.61,3.38,-2.01,1.14,0.38,-2.282789,4.21,0.114,1.2502,1.2008,0.394,0.7442,1.43,2.67,1.2284934,1.0861948,-0.9552296,0.008594892,0.018431607,-0.009478376
197705,-1.45,1.31,0.85,0.33,0.19,0.37,1.63649,2.03,-1.4659,1.4996,0.2077,1.7533,2.7093,2.63,1.38,1.8889406,0.5652974,-0.0479587,0.003795509,0.01552041,-3.71E-05
197706,4.71,2.08,-0.74,0.91,-1.2,0.4,2.39562,1.66,4.739,3.0932,-0.7021,2.3262,2.9305,0.25,-3.5,3.0424577,-0.9977358,1.0016022,-0.000233315,0.016747565,0.005661338
197707,-1.69,1.88,-0.56,0.73,0.09,0.42,0.139087,0.32,-1.6568,1.0074,1.0332,1.7145,2.3918,-0.78,-1.8,1.7352598,1.1124844,0.3183109,0.002599633,-0.003824634,0.006985692
197708,-1.75,0.86,-2.7,0.98,-0.66,0.44,3.093138,-1.7,-1.8072,-0.2586,-0.9021,1.3871,-0.0814,1.93,-0.43,1.3686004,-0.6110231,2.6610632,-0.013616961,0.003933762,0.007667651
197709,-0.27,1.43,-0.52,1.43,-0.84,0.43,1.013275,2,-0.2699,1.4255,-0.0303,1.387,1.5197,1.09,-0.71,0.8220165,-0.1179169,1.7279133,0.001822645,0.022501056,0.002533973
197710,-4.38,1.48,1.75,-0.2,-0.3,0.49,-1.274382,-0.08,-4.3844,1.4066,-0.5693,-1.0036,1.1235,-0.82,1.7,1.8625778,0.8144809,0.3756798,0.012781702,-0.000550004,0.008423744
197711,4,3.64,0.26,-0.13,0.73,0.5,0.334035,2.01,3.999,4.5653,1.232,2.5707,1.4899,3.43,1.51,5.4517269,-0.9636226,1.6815088,0.007516064,0.015331152,0.003974959
197712,0.27,1.59,-0.29,0.92,-0.69,0.49,-0.705913,1.58,0.2831,1.4645,0.0767,1.2335,1.8089,1.24,0.47,0.5652471,-0.6897661,1.9767203,-0.005475928,0.002977075,0.008719038
197801,-6.01,2.72,3.36,-1.72,1.52,0.49,0.736737,-0.66,-6.0475,2.2856,0.9892,-1.6999,0.2845,0.47,2.11,2.9815172,2.4962432,-1.2496779,0.019712645,-0.002005424,-0.005428139
197802,-1.38,3.7,0.83,0.3,1.01,0.46,0.018492,1.97,-1.4121,4.0873,1.3223,0.0683,1.67,-0.9,1.37,3.1445975,1.4401487,-0.3292558,0.004327659,0.015981202,0.007242683
197803,2.85,3.71,1.18,-0.59,1.89,0.53,1.715305,1.37,2.8714,3.3652,2.5273,0.0172,0.143,1.33,1.37,3.745789,1.6000358,-0.6683757,0.012516565,0.002570508,-0.005459583
197804,7.88,-0.26,-3.54,2.81,-1.26,0.54,3.159316,0.86,7.826,-0.0824,-0.3498,5.5164,0.556,0.7,1.42,-0.4547078,-1.1758669,3.0743378,-0.012732309,-0.003814507,-0.000919594
197805,1.76,4.58,-0.52,0.22,0.41,0.51,1.451886,2.83,1.7363,3.6659,0.9017,0.5084,0.5451,0.81,1.98,4.4443099,-2.2048205,3.3555944,0.00250059,0.012469052,0.008242644
197806,-1.69,1.56,0.57,-1.4,-0.07,0.54,1.060351,2.74,-1.6883,1.4101,0.4806,1.4368,1.2015,1.49,-0.84,2.0518481,-0.9991557,0.9610669,0.009038587,0.026589439,0.003905552
197807,5.11,0.12,-1.15,1.55,-0.78,0.56,3.02821,4.17,5.102,0.1973,0.2897,1.8154,2.6592,3.27,1.13,1.2870602,0.5221137,2.9645457,-0.004803557,0.028018511,0.002506732
197808,3.75,4.95,-0.51,1.43,0.46,0.56,-0.056369,2.83,3.7437,4.7011,1.1571,1.9141,0.6506,0.55,5.67,4.3495071,0.0929986,2.259243,0.003521977,0.016390365,0.011054812
197809,-1.43,-0.32,1.89,-0.67,1.78,0.62,-2.72171,-3.14,-1.4063,-0.7308,0.2503,-3.5431,-0.844,-2.1,-0.94,-1.3084864,1.0708129,-2.7084521,0.010311694,-0.017300406,-0.012309024
197810,-11.91,-10.02,1.38,0.12,0.94,0.68,4.372945,-8.46,-11.9729,-10.9771,0.6056,-1.1491,0.9919,-0.72,0.82,-11.1007344,4.7271445,-2.7731356,0.006355623,-0.059489339,-0.006703884
197811,2.71,2.81,-2.15,1.13,-1.17,0.7,-3.258404,5.45,2.7186,4.0453,-1.0503,1.2959,1.5463,-1.96,-1.83,3.4805808,-3.6024924,3.5269198,-0.004929237,0.045556127,0.009846878
197812,0.88,1.13,-2.13,2.01,-1.32,0.78,0.261659,3.03,0.9239,0.4939,-1.0899,2.6744,2.4851,0.85,0.71,2.3587057,0.0830163,3.1119032,-0.008391542,0.023702581,0.000225656
197901,4.23,3.78,2.19,-2.47,1.52,0.77,-0.987982,-1.36,4.2092,4.2959,1.6757,-1.2149,-1.3198,-1.71,2.35,3.7799482,-0.9235307,-1.6818795,0.011041394,-0.015066464,-0.003450251
197902,-3.56,0.54,1.17,-1.12,0.94,0.73,-2.962058,-1.06,-3.5587,0.3742,-0.4869,-2.391,0.471,1.17,0.55,-0.6439047,1.3502486,-1.2701992,0.009941024,-0.003305577,-0.002890492
197903,5.68,3.24,-0.71,0.53,0.32,0.81,-0.54805,2.93,5.5859,3.8601,0.7803,2.3604,0.5342,1.09,1.98,3.3565831,-2.070673,1.2564781,-0.001774147,0.011714613,-0.007540231
197904,-0.06,2.37,1.12,1.08,0.17,0.8,1.765909,0.81,-0.1153,2.3636,0.7971,1.8657,-0.2849,-0.13,1.52,2.185323,0.4437909,1.060124,0.011930109,0.006245749,-0.004601419
197905,-2.21,0.18,1.31,-1.54,-0.27,0.82,-2.151047,-0.54,-2.2031,0.5023,-0.0713,-0.6288,0.4436,-0.8,-1.1,-0.435206,0.6691111,-0.0754465,-0.004059669,-0.002928899,0.001081437
197906,3.85,1,1.44,-1.66,-0.52,0.81,-1.708665,0.84,3.8639,0.8737,-0.8834,-1.0448,-1.7343,1.83,-2.28,1.2651881,-0.1417508,-4.3574681,0.00222328,0.003270547,-0.013397845
197907,0.82,1.27,1.86,-0.29,0.71,0.77,-1.701357,-1.07,0.7485,1.2846,0.6496,0.5454,-0.6536,-0.01,2.38,0.8530827,0.5229147,-1.8016799,0.005651994,-0.007928647,0.002087662
197908,5.53,1.92,-1.58,1.62,-1.48,0.77,1.51875,-0.2,5.5385,1.6195,-0.3274,2.9163,-0.0151,0.44,0.62,2.1909319,-2.7127409,2.5384724,0.003626903,0.001765066,0.009074899
197909,-0.82,-0.32,-0.9,1.01,0.32,0.83,-1.024127,5.28,-0.7533,-0.0861,-0.135,0.6865,2.8441,0.54,-0.74,-0.5928214,0.7214788,3.2900951,0.002681326,0.02002684,0.000987251
197910,-8.1,-3.5,-1.84,1.01,0.07,0.87,-0.0515,2.01,-8.1786,-3.1784,0.0298,0.9917,1.6684,-0.37,-1.28,-3.2692709,0.339671,2.8281948,-0.008737414,0.003663949,0.009978378
197911,5.21,2.53,-3.29,0.06,-2.12,0.99,-6.79793,8.14,5.2074,2.1556,-2.5351,2.2845,-0.3745,1.46,-2.45,2.2568487,-4.0573071,2.6785189,-0.012282205,0.056948202,-0.000218668
197912,1.79,4.32,-2.1,-0.7,-0.92,0.95,-1.646801,4.78,1.7155,3.9693,-1.1101,1.234,-0.1797,0.92,1.09,3.4415509,-1.1585057,3.2872577,-0.009685803,0.030151056,-0.000596329
198001,5.51,1.83,1.75,-1.7,1.64,0.8,0.135218,7.55,5.4968,0.8236,1.3755,1.7091,0.3912,1.31,0.98,2.9236873,0.9980345,4.1492375,0.015260121,0.022353573,-0.020392872
198002,-1.22,-1.57,0.61,0.04,2.68,0.89,1.930311,7.88,-1.3984,-1.5834,1.6355,2.3128,3.5816,5.35,1.07,-1.3996122,1.5901925,6.3182877,0.008138834,0.029490582,-0.000844468
198003,-12.9,-6.93,-1.01,1.46,-1.19,1.21,2.745496,-9.55,-12.8933,-6.5922,0.758,-1.1889,-1.0137,-2.87,-0.09,-6.6840339,0.6559464,-6.4354891,-0.008532248,-0.04734671,0.01414922
198004,3.97,1.05,1.06,-2.1,0.29,1.26,-0.952238,-0.43,3.9336,1.3272,1.2171,0.156,1.4404,0.89,-4.2,0.9693451,-1.4342116,-4.420135,-0.004330945,0.012539404,-0.009006994
198005,5.26,2.11,0.38,0.34,-0.31,0.81,-0.78098,-1.12,5.2657,1.4455,-1.3668,-0.9026,-0.7841,0.54,3.66,1.4555274,-1.1940841,-0.9460453,0.003758734,-0.006304172,0.005166988
198006,3.06,1.41,-0.76,-0.15,-1.26,0.61,1.063233,1.62,3.0402,1.3259,-1.1238,3.0751,0.8495,0.38,0.6,1.0580028,-0.8448785,0.3773823,-0.011952202,0.003690389,-4.96E-05
198007,6.49,3.82,-6.41,4.06,-2.43,0.53,-0.699638,0.39,6.4915,3.7415,-2.2835,-0.4309,-3.3008,-1.07,0.18,3.5243404,-3.1554024,4.5354936,-0.021706994,0.021460737,0.033586035
198008,1.8,4.25,-2.6,2.06,-0.86,0.64,1.334038,3.21,1.8486,4.7241,0.636,2.5095,1.5091,1.22,0.83,3.7971921,-2.4048989,3.81268,-0.014770653,0.02052096,0.007405661
198009,2.19,0.67,-4.59,1.91,-2.76,0.75,0.989653,5.39,2.0675,0.8342,-0.4989,5.1692,2.3078,0.45,-0.77,0.44191,-4.250359,4.996205,-0.020300012,0.028315437,-0.007068468
198010,1.06,2.33,-2.76,1.65,-1.15,0.95,2.669153,7.3,1.1257,1.1598,0.5113,4.0511,2.6543,1.98,-2.2,1.7467408,-2.0423317,4.0955939,-0.01754451,0.033239706,0.006388643
198011,9.59,-3.31,-8.33,4.5,-5.66,0.96,3.009778,15.22,9.6524,-5.0206,-1.8971,9.0081,0.889,-3.1,-5.16,-4.1431212,-7.204375,9.7070435,-0.035408503,0.066764427,0.018191042
198012,-4.52,-0.29,2.79,-1.29,1.24,1.31,2.694688,-6.68,-4.594,1.072,0.9228,-1.3007,0.1451,0.46,1.44,0.1216289,3.020065,-6.7623791,0.003369171,-0.013338341,-0.001579179
198101,-5.04,3.29,6.72,-3.51,4.33,1.04,3.96638,-7.95,-4.994,3.7136,2.4284,-4.8625,0.5626,3.56,4.07,3.0636504,7.0427066,-4.4600849,0.027078825,-0.04981852,-0.015720276
198102,0.57,-0.5,1.02,0.21,2.22,1.07,0.287617,-1.35,0.5716,-0.0128,1.8933,0.7188,1.6871,1.99,3.23,0.3019401,3.6040892,-0.4504024,0.011386605,-0.00056413,-0.006090028
198103,3.56,3.02,0.64,-2.24,-0.54,1.21,1.465041,0.74,3.4503,3.4407,-1.7882,-1.3251,-1.8552,1.03,3.57,4.1436598,-0.1357312,-0.036435,0.008054623,0.009270817,-0.012834125
198104,-2.11,4.59,2.28,0.83,1.24,1.08,-1.873627,-0.91,-2.1749,4.1822,2.3542,1.3307,1.0888,1.59,2.09,6.0698851,1.0469631,1.3082756,0.005687438,0.008398291,-0.002961345
198105,0.11,2.45,-0.42,0.3,-1.53,1.15,-2.6426,3.7,0.1985,2.4679,-0.5217,-0.0417,1.6626,1.19,0.52,3.5119951,-1.1769827,1.5144033,-0.018315572,0.023006227,0.014440665
198106,-2.36,-0.96,5.13,-1.37,2.66,1.35,6.166828,-5.81,-2.5099,-0.7592,2.7179,-0.0395,1.9106,0.02,3.53,-1.8613303,4.8572835,-4.4906896,0.035905727,-0.006172419,-0.021218051
198107,-1.54,-2.05,-0.5,1.26,-2.54,1.24,-1.321385,-2.45,-1.4904,-1.6009,-1.9549,3.1499,-0.6191,0.08,-1.04,-3.7877698,-1.3084863,-0.2468332,0.000336332,0.011020255,-0.00356905
198108,-7.04,-1.81,4.76,-0.32,1.41,1.28,-0.157323,-1.15,-7.0074,-1.3999,1.212,0.7439,2.2329,-0.31,3.94,-0.6357549,3.0571301,-1.4975303,0.026526883,-0.007151653,-0.007348769
198109,-7.17,-2.45,5.17,0.08,2.63,1.24,9.324899,1.95,-7.179,-1.6999,3.5847,0.6353,3.9739,0.7,4.18,-0.5019187,4.7689102,0.1573331,0.026560753,-0.006271993,0.022417967
198110,4.92,2.37,-4.21,3.15,-3.01,1.21,-2.447171,4.01,4.9276,1.9648,-1.0037,4.7524,-1.0121,3.27,-4.82,1.4420581,-2.1338036,1.7264589,-0.023260371,0.03537628,0.009071265
198111,3.36,-1.51,1.83,0.08,0.95,1.07,6.097189,-0.27,3.3194,-1.5096,0.4675,0.5365,1.9895,-1.04,3.08,-2.1008786,1.8438931,-1.2517309,0.019232137,0.006415744,-0.00946402
198112,-3.65,1.2,0.81,0.22,2.5,0.87,0.956992,1.3,-3.6308,1.2699,1.9064,-0.4911,1.3694,-0.25,1.48,2.4820567,2.8041955,2.5907794,0.003889209,0.010316987,-0.002912559
198201,-3.24,-1.14,3.19,-1.49,1.92,0.8,-1.978417,1.72,-3.1709,-0.2738,2.0678,-1.437,0.8418,0.51,3.45,0.5591622,3.2989438,1.950714,0.016339429,1.60E-05,0.009931744
198202,-5.86,0.35,6.05,-3.48,4.56,0.92,-1.144574,4.88,-5.8456,0.5093,4.7787,0.3372,3.5564,2.09,4.29,2.4524648,5.6865965,1.1411971,0.033436605,0.01159987,0.00420729
198203,-1.87,-0.05,3.81,-1.38,2.49,0.98,4.354018,2.96,-1.9771,0.6494,1.7936,-1.6858,2.4862,-0.35,4.16,0.5024222,3.3191407,0.1835466,0.022203202,-0.004356067,0.021311213
198204,3.27,1.09,-2.7,1.57,-0.01,1.13,-2.399156,-0.4,3.2698,0.46,1.1662,1.9106,0.7097,1.57,-2.32,2.6682722,-1.7546191,2.4517741,-0.014818448,-0.00044396,0.003103284
198205,-3.99,0.64,1.75,0.87,-0.3,1.06,2.935751,2.5,-3.8098,-0.4029,-0.5056,-0.5057,0.9597,0.49,2.11,0.00983,2.2500523,2.1541221,0.011525999,0.018683021,-0.003795487
198206,-3.09,-0.52,1.53,0.01,2.72,0.96,4.970968,4.96,-3.1715,1.139,2.7958,0.1052,3.4237,2.56,4.42,1.1597145,3.5585527,1.9433474,0.015456566,0.033124346,0.011761311
198207,-3.19,0.95,0.09,1.04,1.55,1.05,-1.586295,4.45,-3.1612,1.7077,2.0544,2.7536,3.8311,3,0.81,3.2035462,1.8261873,5.0113351,0.014387982,0.024296545,0.013871168
198208,11.14,-4.35,0.95,-1.89,0.09,0.76,-0.509109,-3.52,11.0525,-3.4331,-0.505,-1.2626,-2.9382,-1,-4.12,-4.5348661,-1.9366675,-0.9434054,0.013400701,-0.021036678,0.005923886
198209,1.29,2.61,0.28,2.14,-0.04,0.51,4.186289,4.19,1.2969,3.0825,1.0496,3.5356,3.5036,1.95,3.96,3.7283823,3.1442003,0.8359882,-0.004223829,0.030806842,0.006139062
198210,11.3,1.92,-3.66,0.29,-0.34,0.59,-3.783243,0.18,11.3367,0.904,-1.0797,-0.7302,-0.9991,0,-6.3,2.9657483,-3.7917083,-2.6160125,-0.008785395,0.008978982,0.012923508
198211,4.67,4.43,-1.87,-0.97,0.27,0.63,1.049033,5.95,4.587,4.466,1.4721,3.1813,3.8231,5.35,-3.24,5.0074487,-1.0951124,4.9101286,-0.011763505,0.009514546,0.002606566
198212,0.55,-0.04,-0.02,-0.01,1.02,0.67,-3.135686,0.04,0.6062,-0.7888,0.3665,-0.7166,-0.2713,-2.95,2.33,-0.2963541,0.8456398,3.0918125,-0.004627479,0.00140237,-0.000303928
198301,3.6,3.35,-0.75,-1.55,-0.58,0.69,-5.499215,-1.73,3.5939,2.2053,-0.8305,-2.4005,-1.897,1.45,-5.57,1.4310083,-1.9213675,0.3064869,0.008974773,0.006457815,0.008697508
198302,2.59,2.92,0.7,-0.52,1.05,0.62,-3.157817,3.77,2.5819,3.7613,1.6194,3.0421,2.0265,1.5,2.96,2.8726283,1.8483458,3.3433724,0.013083068,0.020706726,0.008360401
198303,2.82,1.37,2.02,-0.17,2.74,0.63,4.051042,0.92,2.8195,1.5925,2.8987,1.126,2.0409,0.53,4.08,1.4371816,4.3632802,-2.3921764,0.010922776,0.003520547,-0.000392606
198304,6.67,0.48,0.49,-0.11,1.42,0.71,3.543041,1.72,6.6887,-0.3492,2.1808,0.5583,2.3291,0.72,2.13,-1.5091629,2.1620374,-0.8704373,0.017299987,0.006566329,-0.005600722
198305,0.52,6.3,-1.4,-1.84,-1.51,0.69,1.830252,-1.56,0.4543,6.1099,-1.4387,-3.5765,-3.8352,-0.41,-2.94,5.0085958,-3.1935589,-3.9697403,-0.005110067,-0.004789241,-0.001574079
198306,3.07,1.18,-3.9,2.6,-0.87,0.67,0.094532,1.8,3.0717,2.0999,-1.1252,1.5529,2.6153,1.75,0.6,0.697016,-0.1390909,4.9928064,-0.012295374,0.015431045,0.004344883
198307,-4.07,1.01,5.62,-0.14,2.81,0.74,4.395687,-3.13,-4.0181,0.6757,2.7773,1.1624,2.9737,1.52,3.55,2.2612499,4.2512321,-2.2403643,0.033460472,-0.006530631,-0.007925752
198308,-0.5,-4.32,5.54,0.51,1.9,0.76,4.392753,-5.43,-0.5699,-4.6776,1.2103,-0.4173,0.3917,-1.3,3.9,-4.5298245,2.6049967,-2.5786534,0.02139079,-0.015236806,-0.001502187
198309,0.91,0.3,1.01,1.24,0.5,0.76,1.339034,-0.03,0.9031,0.4313,1.3323,3.2539,2.9064,2.21,1.71,1.6688868,1.1290388,1.034472,0.018023948,0.007631263,0.002642815
198310,-3.44,-3.77,4.97,-0.77,2.96,0.76,5.833173,-4.52,-3.4257,-3.8621,2.641,1.6359,3.7354,1.83,4.25,-3.5464802,4.5608797,-1.0022674,0.031107047,-0.017147493,-0.001058627
198311,2.16,1.87,-0.72,-0.67,0.66,0.7,-7.128232,-0.13,2.1443,2.08,1.1119,-0.2172,-1.7498,-0.04,-0.87,1.6565898,-0.4174964,-1.8190681,-0.001035107,-0.001797134,0.006646979
198312,-1.78,-0.45,1.73,1.64,1.27,0.73,5.049241,0.84,-1.7478,-1.1451,1.3102,-1.5496,1.0785,-0.06,4.11,-0.221657,4.5555401,-0.4624308,0.012250314,0.011216427,0.001945093
198401,-1.92,-0.04,7.58,-0.89,2.92,0.76,6.415702,-2.56,-1.9567,-1.0195,2.3766,-3.7268,0.8835,-1.55,7.57,-1.3679471,6.6066582,-5.44225,0.041100332,-0.017420896,-0.014003624
198402,-4.82,-1.59,3.33,0.9,1.58,0.71,0.542683,0.22,-4.7811,-1.8015,0.8912,-0.7739,0.6762,3.12,7.08,-0.3739273,3.1257116,0.2797613,0.013770987,0.009809928,-0.005269545
198403,0.63,-0.29,0.46,-0.96,1.17,0.73,0.92948,1.07,0.6341,-0.129,0.6814,-0.6322,1.2598,-1.44,2.77,-0.2310532,2.4339793,-0.7395207,0.00519242,0.012862761,-0.001283692
198404,-0.51,-0.95,1.2,3.34,0.76,0.81,0.440053,2.07,-0.5127,-0.9136,1.0722,2.1374,2.4198,1.48,3.35,-0.605434,1.9564656,4.7874628,0.009069831,0.011145976,0.010193697
198405,-5.97,0.13,0.31,2.36,-0.46,0.78,2.411814,1.51,-5.9695,-0.4435,-1.4646,1.78,1.7731,-0.64,0.76,0.1878958,1.0151986,4.8225577,0.00455132,0.00782313,0.011071383
198406,1.82,0.11,-2.66,3.17,-1.56,0.75,-0.251545,-0.7,1.8032,0.4576,-2.2742,1.815,0.6613,0.06,-0.94,0.4607846,-0.9900005,2.2877968,-0.00968216,0.00926376,0.010402238
198407,-2.74,-2.22,0.36,3.55,-2.15,0.82,2.114858,2.85,-2.7937,-2.3059,-1.3356,3.6298,2.97,0.16,1.36,-1.5004223,1.5930052,3.214103,0.009100481,0.037628641,0.011169045
198408,10.28,-0.26,-1.82,-0.68,-0.92,0.83,-3.419201,-5.59,10.288,0.2282,-0.428,0.9652,0.0264,-2.7,-3.64,-0.8455594,-3.6023028,-4.0796818,-0.010706603,-0.038140568,0.003127351
198409,-0.8,-0.03,5.28,1.37,2.41,0.86,2.442012,3.62,-0.7722,-0.7184,2.5924,0.1676,1.184,0.84,6.58,0.5326694,4.706004,-1.770771,0.023700359,0.018978731,-0.001226292
198410,-0.84,-1.44,0.45,1.18,-1.09,1,-0.887039,3.16,-0.8323,-1.4098,-0.3033,2.6699,1.8111,0.72,0.4,-0.6384553,1.2119335,1.6208777,0.009121704,0.021529795,0.00338408
198411,-1.76,-1.02,4.06,0.72,2.06,0.73,1.62787,1.64,-1.7642,-1.0611,2.2176,0.7994,1.6373,1.55,4.29,-0.5096302,3.0972335,0.0488763,0.025973836,0.013689552,-7.77E-05
198412,1.84,-0.65,-0.26,1.31,-1.36,0.64,0.039742,1.49,1.7787,-0.4105,-0.8106,2.5112,1.3006,0.42,-1.02,-0.0408224,-0.5782866,1.1521145,0.002293923,0.010491811,0.004496002
198501,7.99,3.51,-5.35,-0.89,-3.41,0.65,-1.660344,-6.82,7.96,3.4367,-3.4516,0.9888,-1.6525,-1.35,-6.23,2.0840652,-4.3100819,-2.3659534,-0.027255917,-0.042416846,-0.000861176
198502,1.22,1.04,-0.1,1.29,1.06,0.58,2.277367,1.88,1.1965,0.7616,1.0958,1.5322,2.2437,0.22,1.72,0.8325553,2.6927645,1.5878997,-0.002118666,0.014216738,0.010638278
198503,-0.84,-1.39,4.07,1.23,2.88,0.62,3.882319,1.58,-0.8419,-2.0585,3.3111,0.9456,2.0324,-0.36,6.03,-1.7513794,4.3523767,-0.9169049,0.017690308,0.009216263,0.003892785
198504,-0.96,-0.1,3.72,1.55,0.71,0.72,3.804409,3.04,-0.9973,-0.6881,1.4012,0.1215,1.8021,0.83,3.94,0.3975287,3.4086384,-1.2671277,0.014041534,0.02424988,-0.006099715
